Organizational Set Name|Organizational Set Description|Org Set Type|Job in Org Set
FG-RT-10403229|Fund Group Org Set Reports to 10403229|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10403291|Fund Group Org Set Reports to 10403291|All|UCSDH/Health Physician Group/Faculty Practice/4310016/2872
FG-RT-10403291|Fund Group Org Set Reports to 10403291|All|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241
FG-RT-10403291|Fund Group Org Set Reports to 10403291|All|UCSDH/Medical Center/LM - Outpatient Clinics/4200685/685
FG-RT-10403316|Fund Group Org Set Reports to 10403316|All|UCSDH/Health Physician Group/East Campus/4310027/2889
FG-RT-10403316|Fund Group Org Set Reports to 10403316|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10403371|Fund Group Org Set Reports to 10403371|All|UCSDH/Medical Center/Oncology/4200187/187
FG-RT-10403371|Fund Group Org Set Reports to 10403371|All|UCSDH/Medical Center/Oncology/4200644/644
FG-RT-10403371|Fund Group Org Set Reports to 10403371|All|UCSDH/Medical Center/Perioperative/4200648/648
FG-RT-10403418|Fund Group Org Set Reports to 10403418|All|UCSDH/Medical Center/Women and Infants/4200776/776
FG-RT-10403451|Fund Group Org Set Reports to 10403451|All|UCSDH/Medical Center/Revenue Cycle/4200898/898
FG-RT-10403451|Fund Group Org Set Reports to 10403451|All|UCSDH/PHSO/IS/4441040/2723
FG-RT-10403499|Fund Group Org Set Reports to 10403499|All|UCSDH/Medical Center/FNS/4200353/353
FG-RT-10403499|Fund Group Org Set Reports to 10403499|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10403499|Fund Group Org Set Reports to 10403499|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10403560|Fund Group Org Set Reports to 10403560|All|UCSDH/Medical Center/Nursing/4200662/662
FG-RT-10403723|Fund Group Org Set Reports to 10403723|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2148
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2854
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2875
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Health Physician Group/Faculty Practice/4310123/2118
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Medical Center/Women and Infants/4200209/209
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Medical Center/Women and Infants/4200663/663
FG-RT-10403771|Fund Group Org Set Reports to 10403771|All|UCSDH/Medical Center/Women and Infants/4200667/667
FG-RT-10403786|Fund Group Org Set Reports to 10403786|All|UCSDH/Health Physician Group/Faculty Practice/4310139/2766
FG-RT-10403804|Fund Group Org Set Reports to 10403804|All|UCSDH/Health Science/Information Services/3000045/C35
FG-RT-10403804|Fund Group Org Set Reports to 10403804|All|UCSDH/Health Science/Information Services/3000045/C40
FG-RT-10403804|Fund Group Org Set Reports to 10403804|All|UCSDH/Medical Center/Information Services/4200826/826
FG-RT-10403804|Fund Group Org Set Reports to 10403804|All|UCSDH/PHSO/IS/4441039/2792
FG-RT-10403811|Fund Group Org Set Reports to 10403811|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10404077|Fund Group Org Set Reports to 10404077|All|UCSDH/Medical Center/EC Acute Rehab/4200686/686
FG-RT-10404077|Fund Group Org Set Reports to 10404077|All|UCSDH/Medical Center/Perioperative/4200296/296
FG-RT-10404077|Fund Group Org Set Reports to 10404077|All|UCSDH/Medical Center/Perioperative/4200324/324
FG-RT-10404082|Fund Group Org Set Reports to 10404082|All|UCSDH/Medical Center/Perioperative/4200153/153
FG-RT-10404087|Fund Group Org Set Reports to 10404087|All|UCSDH/Medical Center/Nursing/4200967/967
FG-RT-10404168|Fund Group Org Set Reports to 10404168|All|UCSDH/Medical Center/Revenue Cycle/4200372/372
FG-RT-10404168|Fund Group Org Set Reports to 10404168|All|UCSDH/Medical Center/Revenue Cycle/4200962/962
FG-RT-10404199|Fund Group Org Set Reports to 10404199|All|UCSDH/PHSO/MSO Admin/4441027/2660
FG-RT-10404212|Fund Group Org Set Reports to 10404212|All|UCSDH/Medical Center/Strategic/4200881/881
FG-RT-10404218|Fund Group Org Set Reports to 10404218|All|UCSDH/Health Physician Group/Faculty Practice/4310009/2554
FG-RT-10404218|Fund Group Org Set Reports to 10404218|All|UCSDH/Health Physician Group/Faculty Practice/4310098/2532
FG-RT-10404218|Fund Group Org Set Reports to 10404218|All|UCSDH/Health Physician Group/Faculty Practice/4310118/2472
FG-RT-10404218|Fund Group Org Set Reports to 10404218|All|UCSDH/Health Physician Group/Faculty Practice/4310121/2031
FG-RT-10404252|Fund Group Org Set Reports to 10404252|All|UCSDH/PHSO/MSO Admin/4441001/2862
FG-RT-10404252|Fund Group Org Set Reports to 10404252|All|UCSDH/PHSO/MSO Admin/4441028/2661
FG-RT-10404352|Fund Group Org Set Reports to 10404352|All|UCSDH/Medical Center/Transplant/4200755/755
FG-RT-10404398|Fund Group Org Set Reports to 10404398|All|UCSDH/Health Physician Group/Faculty Practice/4310181/2793
FG-RT-10404398|Fund Group Org Set Reports to 10404398|All|UCSDH/Health Science/Information Services/3000195/6105
FG-RT-10404398|Fund Group Org Set Reports to 10404398|All|UCSDH/Medical Center/Information Services/4200984/984
FG-RT-10404507|Fund Group Org Set Reports to 10404507|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200605/605
FG-RT-10404507|Fund Group Org Set Reports to 10404507|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200671/671
FG-RT-10404625|Fund Group Org Set Reports to 10404625|All|UCSDH/Medical Center/Marketing/4200884/884
FG-RT-10404625|Fund Group Org Set Reports to 10404625|All|UCSDH/Medical Center/Marketing/4200979/979
FG-RT-10404681|Fund Group Org Set Reports to 10404681|All|UCSDH/Medical Center/Pharmacy/4200726/726
FG-RT-10404857|Fund Group Org Set Reports to 10404857|All|UCSDH/Medical Center/Revenue Cycle/4200886/886
FG-RT-10404868|Fund Group Org Set Reports to 10404868|All|UCSDH/Medical Center/OPO-Tissue/4200778/778
FG-RT-10404892|Fund Group Org Set Reports to 10404892|All|UCSDH/PHSO/IS/4441040/2723
FG-RT-10404910|Fund Group Org Set Reports to 10404910|All|UCSDH/Health Science/Human Resources/3000219/0015
FG-RT-10404910|Fund Group Org Set Reports to 10404910|All|UCSDH/Health Science/Human Resources/3000219/009
FG-RT-10404919|Fund Group Org Set Reports to 10404919|All|UCSDH/PHSO/MSO Admin/4441037/2837
FG-RT-10404932|Fund Group Org Set Reports to 10404932|All|UCSDH/Medical Center/Experience/4200966/966
FG-RT-10404937|Fund Group Org Set Reports to 10404937|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10404951|Fund Group Org Set Reports to 10404951|All|UCSDH/Medical Center/FNS/4200351/351
FG-RT-10404952|Fund Group Org Set Reports to 10404952|All|UCSDH/Medical Center/Revenue Cycle/4200837/837
FG-RT-10404968|Fund Group Org Set Reports to 10404968|All|UCSDH/Health Physician Group/Faculty Practice/4310046/2024
FG-RT-10404968|Fund Group Org Set Reports to 10404968|All|UCSDH/Health Physician Group/Faculty Practice/4310074/2025
FG-RT-10404968|Fund Group Org Set Reports to 10404968|All|UCSDH/Medical Center/Information Services/4200848/848
FG-RT-10404968|Fund Group Org Set Reports to 10404968|All|UCSDH/Medical Center/Information Services/4200914/914
FG-RT-10404968|Fund Group Org Set Reports to 10404968|All|UCSDH/PHSO/IS/4441040/2723
FG-RT-10405000|Fund Group Org Set Reports to 10405000|All|UCSDH/Medical Center/FNS/4200351/351
FG-RT-10405162|Fund Group Org Set Reports to 10405162|All|UCSDH/Health Science/Information Services/3000195/6101
FG-RT-10405162|Fund Group Org Set Reports to 10405162|All|UCSDH/Health Science/Information Services/3000195/6109
FG-RT-10405173|Fund Group Org Set Reports to 10405173|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10405173|Fund Group Org Set Reports to 10405173|All|UCSDH/Health Physician Group/Faculty Practice/4310118/2472
FG-RT-10405340|Fund Group Org Set Reports to 10405340|All|UCSDH/Health Physician Group/Community Care/4310049/2782
FG-RT-10405340|Fund Group Org Set Reports to 10405340|All|UCSDH/Health Physician Group/Community Care/4310050/2802
FG-RT-10405340|Fund Group Org Set Reports to 10405340|All|UCSDH/Health Physician Group/Community Care/4310113/2781
FG-RT-10405381|Fund Group Org Set Reports to 10405381|All|UCSDH/Medical Center/EC PT-OT/4200440/440
FG-RT-10405381|Fund Group Org Set Reports to 10405381|All|UCSDH/Medical Center/Supply Chain/4200173/173
FG-RT-10405381|Fund Group Org Set Reports to 10405381|All|UCSDH/Medical Center/Supply Chain/4200871/871
FG-RT-10405434|Fund Group Org Set Reports to 10405434|All|UCSDH/Medical Center/Lab/4200721/721
FG-RT-10405435|Fund Group Org Set Reports to 10405435|All|UCSDH/Medical Center/PT-OT/4200224/224
FG-RT-10405435|Fund Group Org Set Reports to 10405435|All|UCSDH/Medical Center/PT-OT/4200330/330
FG-RT-10405448|Fund Group Org Set Reports to 10405448|All|UCSDH/Medical Center/Nursing/4200630/630
FG-RT-10405641|Fund Group Org Set Reports to 10405641|All|UCSDH/Medical Center/Care Management/4200919/919
FG-RT-10405641|Fund Group Org Set Reports to 10405641|All|UCSDH/Medical Center/DB - Clinical Administration/4200965/965
FG-RT-10405783|Fund Group Org Set Reports to 10405783|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10405791|Fund Group Org Set Reports to 10405791|All|UCSDH/Medical Center/ED/4200641/641
FG-RT-10405791|Fund Group Org Set Reports to 10405791|All|UCSDH/Medical Center/ED/4200665/665
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2453
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2888
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Health Physician Group/Faculty Practice/4310022/2480
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Health Physician Group/Faculty Practice/4310047/2898
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Health Physician Group/Strategy/4310070/2897
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Medical Center/Oncology/4200187/187
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Medical Center/Oncology/4200311/311
FG-RT-10405832|Fund Group Org Set Reports to 10405832|All|UCSDH/Medical Center/Oncology/4200644/644
FG-RT-10406004|Fund Group Org Set Reports to 10406004|All|UCSDH/Medical Center/Revenue Cycle/4200372/372
FG-RT-10406017|Fund Group Org Set Reports to 10406017|All|UCSDH/Health Physician Group/CBCD/4310065/2521
FG-RT-10406050|Fund Group Org Set Reports to 10406050|All|UCSDH/Medical Center/CV - Clinical Administration/4200260/260
FG-RT-10406127|Fund Group Org Set Reports to 10406127|All|UCSDH/Health Physician Group/Faculty Practice/4310181/2793
FG-RT-10406127|Fund Group Org Set Reports to 10406127|All|UCSDH/Medical Center/Information Services/4200930/930
FG-RT-10406131|Fund Group Org Set Reports to 10406131|All|UCSDH/Health Physician Group/Faculty Practice/4310109/2144
FG-RT-10406144|Fund Group Org Set Reports to 10406144|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200314/314
FG-RT-10406314|Fund Group Org Set Reports to 10406314|All|UCSDH/Health Physician Group/Faculty Practice/4310004/2015
FG-RT-10406347|Fund Group Org Set Reports to 10406347|All|UCSDH/Medical Center/Lab/4200721/721
FG-RT-10406347|Fund Group Org Set Reports to 10406347|All|UCSDH/Medical Center/Lab/4200791/791
FG-RT-10406378|Fund Group Org Set Reports to 10406378|All|UCSDH/Health Physician Group/Faculty Practice/4310110/2435
FG-RT-10406378|Fund Group Org Set Reports to 10406378|All|UCSDH/Medical Center/CVC - Pulmonology/4200771/771
FG-RT-10406382|Fund Group Org Set Reports to 10406382|All|UCSDH/PHSO/CIN/4441000/2663
FG-RT-10406382|Fund Group Org Set Reports to 10406382|All|UCSDH/PHSO/MSO Admin/4441025/2662
FG-RT-10406382|Fund Group Org Set Reports to 10406382|All|UCSDH/PHSO/MSO Admin/4441028/2661
FG-RT-10406382|Fund Group Org Set Reports to 10406382|All|UCSDH/PHSO/MSO Admin/4441037/2837
FG-RT-10406382|Fund Group Org Set Reports to 10406382|All|UCSDH/PHSO/MSO Admin/4441038/2835
FG-RT-10406382|Fund Group Org Set Reports to 10406382|All|UCSDH/PHSO/MSO Admin/4441069/2768
FG-RT-10406416|Fund Group Org Set Reports to 10406416|All|UCSDH/Medical Center/ED/4200460/460
FG-RT-10406435|Fund Group Org Set Reports to 10406435|All|UCSDH/Medical Center/Supply Chain/4200870/870
FG-RT-10406462|Fund Group Org Set Reports to 10406462|All|UCSDH/Medical Center/Nursing - Women and Infants/4200638/638
FG-RT-10406466|Fund Group Org Set Reports to 10406466|All|UCSDH/Medical Center/Supply Chain/4200847/847
FG-RT-10406636|Fund Group Org Set Reports to 10406636|All|UCSDH/Health Physician Group/Faculty Practice/4310067/2697
FG-RT-10406636|Fund Group Org Set Reports to 10406636|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2776
FG-RT-10406636|Fund Group Org Set Reports to 10406636|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2875
FG-RT-10406636|Fund Group Org Set Reports to 10406636|All|UCSDH/Medical Center/Women and Infants/4200667/667
FG-RT-10406655|Fund Group Org Set Reports to 10406655|All|UCSDH/Medical Center/Nursing/4200238/238
FG-RT-10406659|Fund Group Org Set Reports to 10406659|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200706/706
FG-RT-10406697|Fund Group Org Set Reports to 10406697|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10406712|Fund Group Org Set Reports to 10406712|All|UCSDH/Medical Center/Revenue Cycle/4200825/825
FG-RT-10406737|Fund Group Org Set Reports to 10406737|All|UCSDH/Health Science/Information Services/3000045/C35
FG-RT-10406737|Fund Group Org Set Reports to 10406737|All|UCSDH/Health Science/Information Services/3000045/C39
FG-RT-10406784|Fund Group Org Set Reports to 10406784|All|UCSDH/Health Physician Group/Faculty Practice/4310095/2499
FG-RT-10406784|Fund Group Org Set Reports to 10406784|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10406789|Fund Group Org Set Reports to 10406789|All|UCSDH/Medical Center/Pharmacy/4200729/729
FG-RT-10406803|Fund Group Org Set Reports to 10406803|All|UCSDH/Health Physician Group/Faculty Practice/4310061/2595
FG-RT-10406803|Fund Group Org Set Reports to 10406803|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2875
FG-RT-10406803|Fund Group Org Set Reports to 10406803|All|UCSDH/Medical Center/EJ - Operations Support/4200396/396
FG-RT-10406803|Fund Group Org Set Reports to 10406803|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315
FG-RT-10406803|Fund Group Org Set Reports to 10406803|All|UCSDH/Medical Center/Women and Infants/4200776/776
FG-RT-10406821|Fund Group Org Set Reports to 10406821|All|UCSDH/Medical Center/Medicine - Nephrology/4200781/781
FG-RT-10406821|Fund Group Org Set Reports to 10406821|All|UCSDH/Medical Center/Medicine - Nephrology/4200790/790
FG-RT-10406826|Fund Group Org Set Reports to 10406826|All|UCSDH/Medical Center/FNS/4200351/351
FG-RT-10406826|Fund Group Org Set Reports to 10406826|All|UCSDH/Medical Center/FNS/4200800/800
FG-RT-10406839|Fund Group Org Set Reports to 10406839|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10406855|Fund Group Org Set Reports to 10406855|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10406865|Fund Group Org Set Reports to 10406865|All|UCSDH/Health Science/Information Services/3000195/6102
FG-RT-10406865|Fund Group Org Set Reports to 10406865|All|UCSDH/Medical Center/General Hospital/4200931/931
FG-RT-10406865|Fund Group Org Set Reports to 10406865|All|UCSDH/Medical Center/Information Services/4200841/841
FG-RT-10407097|Fund Group Org Set Reports to 10407097|All|UCSDH/Health Physician Group/Faculty Practice/4310075/2591
FG-RT-10407175|Fund Group Org Set Reports to 10407175|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2453
FG-RT-10407175|Fund Group Org Set Reports to 10407175|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2888
FG-RT-10407175|Fund Group Org Set Reports to 10407175|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200281/281
FG-RT-10407175|Fund Group Org Set Reports to 10407175|All|UCSDH/Medical Center/Oncology/4200193/193
FG-RT-10407175|Fund Group Org Set Reports to 10407175|All|UCSDH/Medical Center/Oncology/4200282/282
FG-RT-10407176|Fund Group Org Set Reports to 10407176|All|UCSDH/Medical Center/EVS/4200835/835
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310004/2711
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310016/2712
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310041/2692
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310064/2881
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310085/2703
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310090/2693
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310091/2704
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310095/2710
FG-RT-10407328|Fund Group Org Set Reports to 10407328|All|UCSDH/Health Physician Group/Community Care/4310139/2841
FG-RT-10407330|Fund Group Org Set Reports to 10407330|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10407330|Fund Group Org Set Reports to 10407330|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10407340|Fund Group Org Set Reports to 10407340|All|UCSDH/Medical Center/BMT/4200158/158
FG-RT-10407340|Fund Group Org Set Reports to 10407340|All|UCSDH/Medical Center/BMT/4200389/389
FG-RT-10407345|Fund Group Org Set Reports to 10407345|All|UCSDH/Medical Center/Facilities/4200861/861
FG-RT-10407365|Fund Group Org Set Reports to 10407365|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2453
