Location Type|Parent Path|Location Name|Full Name|Description|Effective Date|Expiration Date|Address|Cost Center|Direct Work Percent|Indirect Work Percent|Timezone|Transferable|External ID
Fund Group|UCSDH/Medical Center/Radiology/4200318|318|318|LJ KOP Diagnostic Imaging|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200319|319|319|LJ KOP Ultrasound|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200322|322|322|LJ KOP MRI|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200411|411|411|EC CRITICAL CARE SUPPORT SERVICES|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200617|617|617|HC MOP MRI|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200618|618|618|HC MOP ULTRASOUND|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200619|619|619|HC MOP DIAGNOSTIC IMAGING|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200622|622|622|HC MOP CT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200626|626|626|HC MOP BREAST IMAGING|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200627|627|627|HC MOP PET-CT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200645|645|645|Vascular Access Services|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200704|704|704|HC MRI|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200756|756|756|HC Diagnostic Imaging|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200757|757|757|HC RADIOLOGY INFUSIONS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200758|758|758|HC Nuclear Medicine|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200759|759|759|HC Ultrasound|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200761|761|761|HC CT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200763|763|763|HC IR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200764|764|764|Imaging Services Admin|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Radiology/4200774|774|774|RADIOLOGY SCHEDULING|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200372|372|372|LJ Patient Access|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200511|511|511|EC Admitting|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200825|825|825|Health Information Svcs|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200837|837|837|REVENUE INTEGRITY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200886|886|886|Single Billing Office|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200887|887|887|Clin Research Billing|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200898|898|898|RC IMPROVEMENT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200911|911|911|REVENUE CYCLE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200937|937|937|Medical Center Business O|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200938|938|938|HC Patient Access|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200960|960|960|Financial Counselors Pat Access|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Revenue Cycle/4200962|962|962|Offsite Pat Access|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Risk Management/4200950|950|950|RISK MANAGEMENT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Security/4200360|360|360|LJ Security|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Medical Center/Security/4200361|361|361|LJ Parking and Transportation|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2737|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2737|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2737|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2737|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2737|PHYS|PHYS|Physician and Physician Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2737|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2879|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2879|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2879|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2879|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310028/2879|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310030/2596|CNSLR|CNSLR|Behavioral Health Counselor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310030/2596|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310030/2596|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310030/2596|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310031/2855|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310032/2878|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310032/2878|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310032/2878|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310032/2878|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310035/2500|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310035/2500|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310035/2500|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310035/2500|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310037/2581|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310037/2590|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310037/2590|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310038/2531|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310041/2523|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310041/2523|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310041/2523|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310041/2523|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310041/2611|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310042/2457|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310042/2457|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310043/2476|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310043/2476|STDNT|STDNT|Student|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310043/2476|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310044/2450|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310044/2450|SURG TECH|SURG TECH|Surgical Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310044/2450|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310045/2545|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310045/2545|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310046/2024|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310046/2024|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310046/2024|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310047/2898|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310047/2898|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|DIET|DIET|Dietitian|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200240/240|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200240/240|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200242/242|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200242/242|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200242/242|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200242/242|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243|IR TECH|IR TECH|Interventional Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200703/703|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200703/703|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200784/784|IR TECH|IR TECH|Interventional Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200784/784|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200784/784|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Cardiovascular/4200785/785|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200680/680|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200680/680|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200680/680|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200680/680|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200949/949|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200952/952|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Operations Support/4200952/952|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200214/214|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200214/214|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200215/215|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200215/215|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200215/215|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200215/215|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|CLS|CLS|Clinical Lab Scientist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200220/220|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200446/446|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200446/446|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200446/446|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200661/661|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200661/661|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200661/661|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200661/661|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200661/661|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200674/674|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200674/674|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200678/678|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200678/678|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200678/678|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200771/771|CLS|CLS|Clinical Lab Scientist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200771/771|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200771/771|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200771/771|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200771/771|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200771/771|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200772/772|DIET|DIET|Dietitian|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200772/772|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200772/772|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200772/772|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/CVC - Pulmonology/4200772/772|RESP|RESP|Respiratory Care|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200864/864|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200864/864|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200914/914|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200914/914|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200914/914|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200914/914|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200921/921|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200921/921|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200921/921|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200923/923|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200923/923|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200930/930|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Information Services/4200930/930|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
